접점코드,판매점명,실판매POS,통신사,담당영업과장
S텔22811,열)모바일라운지(용인),모바일라운지,후불)텔링크SK,박종열
S텔21922,수)모바일랜드(고산),모바일랜드,후불)텔링크SK,김성수
S텔24311,수)모바일랜드(이천),모바일랜드,후불)텔링크SK,김성수
S텔17327,열)모바일박스(광주),모바일박스,후불)텔링크SK,박종열
S텔20519,영)모바일샵(제천),모바일샵,후불)텔링크SK,원세영
S텔20487,열)모바일스퀘어(대전),모바일스퀘어,후불)텔링크SK,박종열
S텔21600,웅)모바일스토어(청주),별텔레콤,후불)텔링크SK,정선웅
S텔21064,수)모바일제이,모바일제이 능곡점,후불)텔링크SK,김성수
S텔24763,수)모바일카페 퇴계원,모바일카폐(경성통신 본점),후불)텔링크SK,김성수
S텔22752,구)모바일패밀리(의정부),모바일패밀리(의정부),후불)텔링크SK,서승구
S텔20357,웅)모바일팩토리(수택),수택동모바일팩토리,후불)텔링크SK,정선웅
S텔21985,열)모바일팩토리(천안),모바일팩토리,후불)텔링크SK,박종열
S텔21795,구)모바일팩토리(호평),호평모바일팩토리,후불)텔링크SK,서승구
S텔16369,웅)모바일폰컴퍼니,모바일폰컴퍼니,후불)텔링크SK,정선웅
S텔21883,구)모비(연수구),모비(MOBI),후불)텔링크SK,서승구
S텔20433,웅)모빌랜드,모빌랜드,후불)텔링크SK,정선웅
S텔19757,영)모퉁이,모퉁이(부평),후불)텔링크SK,원세영
S텔16210,영)모현통신,모현통신,후불)텔링크SK,원세영
S텔25921,민)목감미래통신,목감미래통신,후불)텔링크SK,김민준
S텔21727,열)몬스터폰(성남),몬스터폰야탑점알뜰폰선불폰개통,후불)텔링크SK,박종열
S텔21740,웅)몬텔,주식회사 몬텔,후불)텔링크SK,정선웅
S텔24188,구)몽(울산),몽,후불)텔링크SK,서승구
S텔20988,열)무지개컴퍼니(고양),무지개컴퍼니,후불)텔링크SK,박종열
S텔21077,열)무지개컴퍼니(파주),무지개컴퍼니,후불)텔링크SK,박종열
S텔22385,열)문텔레콤(행신),문텔레콤(행신),후불)텔링크SK,박종열
S텔24981,구)미나통신(구미),미나통신,후불)텔링크SK,서승구
S텔16398,웅)미니텔레콤,미니텔레콤,후불)텔링크SK,정선웅
S텔24348,영)미래정보통신,미래정보통신,후불)텔링크SK,원세영
S텔16505,구)미르통신(동해),미르통신,후불)텔링크SK,서승구
S텔24080,구)미르통신(부안),미르통신,후불)텔링크SK,서승구
S텔20298,우)미소모바일,미소모바일,후불)텔링크SK,김선우
S텔16580,구)미소모바일(남동구),미소모바일,후불)텔링크SK,서승구
S텔21879,수)미소모바일(미사),미소모바일,후불)텔링크SK,김성수
S텔23084,구)거북텔레콤(남촌동),거북텔레콤,후불)텔링크SK,서승구
S텔21871,구)미소텔레콤(속초시),미소텔레콤,후불)텔링크SK,서승구
S텔21926,수)미소통신(삼양),미소통신 강북,후불)텔링크SK,김성수
S텔16601,구)미소통신(상계),미소통신,후불)텔링크SK,서승구
S텔21661,구)미소통신(중계),미소통신(중계),후불)텔링크SK,서승구
S텔23782,구)미소통신(회기),미소통신-회기,후불)텔링크SK,서승구
S텔21994,구)미스터모바일,미스터모바일,후불)텔링크SK,서승구
S텔20150,수)미스터모바일(상계),미스터모바일,후불)텔링크SK,김성수
S텔24300,구)미스터심폰(김제),미스터심폰,후불)텔링크SK,서승구
S텔21833,민)미카엘통신/M,미카엘통신,후불)텔링크SK,김민준
S텔24560,구)민정커뮤니케이션(구의),민정커뮤니케이션,후불)텔링크SK,서승구
S텔21550,우)민주모바일,민주모바일,후불)텔링크SK,김선우
S텔20272,구)민지정보통신(안양),민지정보통신,후불)텔링크SK,서승구
S텔22001,구)민텔레콤,민텔레콤,후불)텔링크SK,서승구
S텔26380,영)민텔레콤(제천),민텔레콤,후불)텔링크SK,원세영
S텔21622,영)민호통신(대구),민호통신,후불)텔링크SK,원세영
S텔16466,웅)믿음모바일,믿음모바일,후불)텔링크SK,정선웅
S텔21399,수)밀레니엄컴퓨터 광릉내,밀레니엄C&P,후불)텔링크SK,김성수
S텔19576,수)밀레니엄컴퓨터(송우리),밀레니엄 컴퓨터,후불)텔링크SK,김성수
S텔20979,수)밀레니엄컴퓨터(향남),밀레니엄컴퓨터,후불)텔링크SK,김성수
S텔22281,수)밍탕무역(용산),밍탕무역,후불)텔링크SK,김성수
S텔20236,영)바나나모바일(진접),바나나모바일(진접점),후불)텔링크SK,원세영
S텔23196,영)바나나모바일(호평),바나나모바일,후불)텔링크SK,원세영
S텔16206,웅)바른(자양),자양바른,후불)텔링크SK,정선웅
S텔21361,영)온누리통신,바른모바일,후불)텔링크SK,원세영
S텔16481,열)바른모바일(성남),바른모바일,후불)텔링크SK,박종열
S텔21235,영)바른텔레콤(부평),바른텔레콤,후불)텔링크SK,원세영
S텔23933,영)바른텔레콤(은평),바른텔레콤 은평,후불)텔링크SK,원세영
S텔20314,영)바른통신(음성),바른통신,후불)텔링크SK,원세영
S텔21649,수)바른통신(지금),바른통신 지금점,후불)텔링크SK,김성수
S텔20567,수)바인(월계),바인텔레콤,후불)텔링크SK,김성수
S텔21842,구)박강컴퍼니,박강컴퍼니,후불)텔링크SK,서승구
S텔24917,구)박군통신(고양),박군통신,후불)텔링크SK,서승구
S텔21134,구)박상욱모바일,박상욱모바일,후불)텔링크SK,서승구
S텔22006,수)박카스텔레콤(왕십리),폰아울렛 박카스텔레콤,후불)텔링크SK,김성수
S텔23674,열)반달통신(진주),반달통신,후불)텔링크SK,박종열
S텔23993,수)반히에우모바일,반히에우모바일,후불)텔링크SK,김성수
S텔24005,영)발아현미휴대폰,발아현미휴대폰,후불)텔링크SK,원세영
S텔21278,영)배가네(판교),테라통신,후불)텔링크SK,원세영
S텔21266,영)배가네(합정),휴대폰맛집,후불)텔링크SK,원세영
S텔21801,민)백곰모바일,백곰모바일,후불)텔링크SK,김민준
S텔24432,수)백마폰,백마폰폰,후불)텔링크SK,김성수
S텔20148,수)백마폰(일산),백마폰,후불)텔링크SK,김성수
S텔16523,구)백제통신,백제통신,후불)텔링크SK,서승구
S텔24253,열)버스폰(광주),버스폰,후불)텔링크SK,박종열
S텔22195,수)범경(별내),범경,후불)텔링크SK,김성수
S텔19164,영)범이통신(세종),범이통신(세종),후불)텔링크SK,원세영
S텔22416,영)범텔레콤,범텔레콤,후불)텔링크SK,원세영
S텔20759,구)베스트모바일(천안),베스트모바일(천안),후불)텔링크SK,서승구
S텔20228,영)베스트텔레콤(춘천),베스트 텔레콤,후불)텔링크SK,원세영
S텔25091,열)베스트통신(화성),베스트통신,후불)텔링크SK,박종열
S텔22519,구)벳폰(안산),벳폰,후불)텔링크SK,서승구
S텔24292,열)벼리정보통신(화순),벼리정보통신,후불)텔링크SK,박종열
S텔24504,수)별통신(홍천),별통신,후불)텔링크SK,김성수
S텔25794,구)별해모바일 성성점(천안),별해모바일 성성점,후불)텔링크SK,서승구
S텔22307,영)보경텔레콤(평택),보경텔레콤,후불)텔링크SK,원세영
S텔21904,수)보담모바일(양평),보담모바일,후불)텔링크SK,김성수
S텔24101,수)보람모바일(가정),보람모바일,후불)텔링크SK,김성수
S텔24191,열)보배통신(광주),보배통신,후불)텔링크SK,박종열
S텔21334,영)보성정보통신,보성정보통신,후불)텔링크SK,원세영
S텔24566,웅)보스,(주)보스그룹 중국거리점,후불)텔링크SK,정선웅
S텔24420,웅)보스,(주)보스그룹 충남대점,후불)텔링크SK,정선웅
S텔24181,웅)보스,(주)보스그룹 아산점,후불)텔링크SK,정선웅
S텔24174,웅)보스,(주)보스그룹 상명대점,후불)텔링크SK,정선웅
S텔22706,웅)보스,보스그룹 동서대점,후불)텔링크SK,정선웅
S텔22705,웅)보스,보스그룹 대구대점,후불)텔링크SK,정선웅
S텔22436,웅)보스,보스그룹 서울성균관대점,후불)텔링크SK,정선웅
S텔22435,웅)보스,보스그룹 군산대점,후불)텔링크SK,정선웅
S텔22434,웅)보스,보스그룹 에이치스토어 영남대점,후불)텔링크SK,정선웅
S텔22433,웅)보스,보스그룹 부산대학점,후불)텔링크SK,정선웅
S텔22432,웅)보스,보스그룹 용인단국대점,후불)텔링크SK,정선웅
S텔22431,웅)보스,보스그룹사무실,후불)텔링크SK,정선웅
S텔22430,웅)보스,보스그룹 서울중앙대점,후불)텔링크SK,정선웅
S텔22429,웅)보스,보스그룹 안성중앙대점,후불)텔링크SK,정선웅
S텔22428,웅)보스,보스그룹 서울경희대점,후불)텔링크SK,정선웅
S텔22427,웅)보스,보스그룹 안산 한양대점,후불)텔링크SK,정선웅
S텔22426,웅)보스,보스그룹 논산지점,후불)텔링크SK,정선웅
S텔21321,웅)보스,(주) 보스그룹 대구점,후불)텔링크SK,정선웅
S텔21320,웅)보스,(주) 보스그룹 청주점,후불)텔링크SK,정선웅
S텔21319,웅)보스,(주)보스그룹 신창점,후불)텔링크SK,정선웅
S텔21318,웅)보스,(주) 보스그룹 계명대점,후불)텔링크SK,정선웅
S텔21317,웅)보스,(주)보스그룹 경산점,후불)텔링크SK,정선웅
S텔21316,웅)보스,(주) 보스그룹 대전우송대점,후불)텔링크SK,정선웅
S텔21315,웅)보스,(주) 보스그룹 전남대점,후불)텔링크SK,정선웅
S텔21314,웅)보스,(주) 보스그룹 완주우석대점,후불)텔링크SK,정선웅
S텔21313,웅)보스,(주)보스그룹 서울건대점,후불)텔링크SK,정선웅
S텔21312,웅)보스,(주)보스그룹 수원경희대점,후불)텔링크SK,정선웅
S텔21311,웅)보스,(주) 보스그룹 광주점,후불)텔링크SK,정선웅
S텔21310,웅)보스,(주)보스그룹 부산점,후불)텔링크SK,정선웅
S텔21309,웅)보스,(주) 보스그룹 인하대점,후불)텔링크SK,정선웅
S텔21308,웅)보스,(주) 보스그룹 전주2호점,후불)텔링크SK,정선웅
S텔21307,웅)보스,(주) 보스그룹 청주대점,후불)텔링크SK,정선웅
S텔21306,웅)보스,(주) 보스그룹 전북대점,후불)텔링크SK,정선웅
S텔20442,웅)보스,(주)보스그룹 서울고대점,후불)텔링크SK,정선웅
S텔20441,웅)보스,(주) 보스그룹,후불)텔링크SK,정선웅
S텔20405,웅)보스,(주) 보스그룹 서울신촌점,후불)텔링크SK,정선웅
S텔26140,웅)보스,(주)보스그룹 천안아산지점,후불)텔링크SK,정선웅
S텔16349,웅)봄봄(번동),봄봄,후불)텔링크SK,정선웅
S텔22308,영)봄정보통신,봄정보통신,후불)텔링크SK,원세영
S텔20505,영)부산사상모바일(부산사상),부산사상모바일(NGOC MEN MOBILE),후불)텔링크SK,원세영
S텔22751,열)부산휴대폰성지폰甲(갑)알람폰개금점,부산휴대폰성지폰甲(갑)알람폰개금점,후불)텔링크SK,박종열
S텔16570,구)부자텔레콤,부자텔레콤,후불)텔링크SK,서승구
S텔20322,수)불티나통신(안동),불티나통신,후불)텔링크SK,김성수
S텔17348,준)뷔통신(대전),뷔통신,후불)텔링크SK,황병준
S텔25884,준)브라더,휴대폰성지천하통일신대방점,후불)텔링크SK,황병준
S텔24329,준)브라더,제이텔레콤,후불)텔링크SK,황병준
S텔22996,준)브라더,주식회사윈윈커뮤니티,후불)텔링크SK,황병준
S텔22984,준)브라더,대성모바일,후불)텔링크SK,황병준
S텔22928,준)브라더,승승장구,후불)텔링크SK,황병준
S텔22927,준)브라더,영원통신,후불)텔링크SK,황병준
S텔22926,준)브라더,투게더통신,후불)텔링크SK,황병준
S텔22918,준)브라더,씨스타모바일,후불)텔링크SK,황병준
S텔22917,준)브라더,해피텔레콤,후불)텔링크SK,황병준
S텔22916,준)브라더,휴대폰천하통일,후불)텔링크SK,황병준
S텔22911,준)브라더,판다모바일,후불)텔링크SK,황병준
S텔21200,준)브라더,진심모바일,후불)텔링크SK,황병준
S텔20339,준)브라더,상승모바일7호점,후불)텔링크SK,황병준
S텔20289,준)브라더,휴대폰천하통일 구일점,후불)텔링크SK,황병준
S텔20147,준)브라더,제이(J)라스트모바일,후불)텔링크SK,황병준
S텔20326,열)브이아이피텔레콤(제천),브이아이피(VIP)텔레콤,후불)텔링크SK,박종열
S텔21867,수)브이텀(다산),주식회사 브이텀,후불)텔링크SK,김성수
S텔21866,수)브이텀(다산),성지폰 미사점,후불)텔링크SK,김성수
S텔26386,수)브이테크정보통신(산본),브이테크정보통신,후불)텔링크SK,김성수
S텔21781,웅)블랙퀸,블랙퀸,후불)텔링크SK,정선웅
S텔24231,수)비디모바일(건대),주식회사 비디모바일,후불)텔링크SK,김성수
S텔24366,수)비알텔레콤(병점),비알텔레콤,후불)텔링크SK,김성수
S텔20246,영)비엔모바일(부평),비엔모바일(VA MOBILE),후불)텔링크SK,원세영
S텔20935,우)비엔통신,비엔통신,후불)텔링크SK,김선우
S텔16235,우)비젼텔레콤(중곡),비젼텔레콤,후불)텔링크SK,김선우
S텔16234,우)비젼플러스,비젼텔레콤,후불)텔링크SK,김선우
S텔21096,수)비타민텔레콤(청라),비타민텔레콤,후불)텔링크SK,김성수
S텔21724,영)비티모바일(화성),비티모바일,후불)텔링크SK,원세영
S텔25491,영)빅게임(미사점),빅게임텔레콤 하남점,후불)텔링크SK,원세영
S텔23555,영)빅게임(미사점),빅게임텔레콤,후불)텔링크SK,원세영
S텔23554,영)빅게임(미사점),빅게임텔레콤,후불)텔링크SK,원세영
S텔20890,웅)빈모바일,빈모바일,후불)텔링크SK,정선웅
S텔25195,수)빈빈(건대),빈빈,후불)텔링크SK,김성수
S텔22277,열)빈텔레콤(송파),빈텔레콤,후불)텔링크SK,박종열
S텔25525,열)뽀로로모바일(인천),뽀로로모바일,후불)텔링크SK,박종열
S텔22661,열)뽀로로모바일2호점(인천),뽀로로모바일2호점,후불)텔링크SK,박종열
S텔21798,구)삐삐통신(정읍),삐삐통신,후불)텔링크SK,서승구
S텔22068,영)사계절통신,사계절통신,후불)텔링크SK,원세영
S텔24511,수)사계절폰(군포),사계절폰 대야미점,후불)텔링크SK,김성수
S텔24509,수)사계절폰(시흥),사계절폰,후불)텔링크SK,김성수
S텔22346,웅)사과모바일,서울사과모바일,후불)텔링크SK,정선웅
S텔20962,웅)사랑텔레콤(평창),사랑텔레콤,후불)텔링크SK,정선웅
S텔25872,열)사하통신(부산),휴대폰성지알람폰사하통신,후불)텔링크SK,박종열
S텔22207,웅)산성텔레콤,산성텔레콤,후불)텔링크SK,정선웅
S텔22259,수)산성텔레콤(공주),산성텔레콤,후불)텔링크SK,김성수
S텔20222,우)삼백통신,삼백통신,후불)텔링크SK,김선우
S텔21914,구)삼성스마트모바일(안양),삼성스마트모바일,후불)텔링크SK,서승구
S텔23298,구)삼성플러스모바일(동작),삼성플러스모바일,후불)텔링크SK,서승구
S텔20411,수)삼양프라자(미아),삼양 프라자,후불)텔링크SK,김성수
S텔16066,수)삼청통신(은평),삼청통신,후불)텔링크SK,김성수
S텔16332,웅)상계폰폰폰,폰폰폰,후불)텔링크SK,정선웅
S텔22263,수)상봉모바일(길동),상봉모바일,후불)텔링크SK,김성수
S텔16348,웅)상상트레이드,상상트레이드,후불)텔링크SK,정선웅
S텔17587,웅)새내모바일,새내모바일,후불)텔링크SK,정선웅
S텔20334,영)새별통신,새별통신,후불)텔링크SK,원세영
S텔24356,수)새봄모바일 (마석),새봄 모바일,후불)텔링크SK,김성수
